,,DVT_BOT_UG_FB_DMGR,DVT_BOT_UG_FB_CD,DVT_BOT_UG_FB_DMG,DVT_BOT_UG_FB_RANGE,,Flame Bot,,,,,,,,,DVT_BOT_UG_TB_DUR,DVT_BOT_UG_TB_CD,DVT_BOT_UG_TB_LINGER,DVT_BOT_UG_TB_RANGE,,Thunder Bot,,,,,,,,,DVT_BOT_UG_GB_DUR,DVT_BOT_UG_GB_CD,DVT_BOT_UG_GB_BONUS,DVT_BOT_UG_GB_RANGE,,Golden Bot,,,,,,,,,DVT_BOT_UG_AB_DUR,DVT_BOT_UG_AB_CD,DVT_BOT_UG_AB_BONUS,DVT_BOT_UG_AB_RANGE,,Amplify Bot,,,,,,,
BOTS,FLAME BOT,,,,,,Damage R.,Cost,Cooldown,Cost,Damage,Cost,Range,Cost,THUNDER BOT,,,,,,Duration,Cost,Cooldown,Cost,Linger,Cost,Range,Cost,GOLDEN BOT,,,,,,Duration,Cost,Cooldown,Cost,Bonus,Cost,Range,Cost,AMPLIFY BOT,,,,,,Duration,Cost,Cooldown,Cost,Bonus,Cost,Range,Cost
,,,,,,,Locked,0.0,Locked,0.0,Locked,0.0,Locked,0.0,,,,,,,Locked,0.0,Locked,0.0,Locked,0.0,Locked,0.0,,,,,,,Locked,0.0,Locked,0.0,Locked,0.0,Locked,0.0,,,,,,,Locked,0.0,Locked,0.0,Locked,0.0,Locked,0.0
,,00 | 20% | Cost 0 ⧓ | Next 100 ⧓,00 | 75s | Cost 0 ⧓ | Next 100 ⧓,00 | x50 | Cost 0 ⧓ | Next 100 ⧓,00 | 30m | Cost 0 ⧓ | Next 100 ⧓,0.0,0.2,0.0,75.0,0.0,50.0,0.0,30.0,0.0,,00 | 5.0s | Cost 0 ⧓ | Next 100 ⧓,00 | 120s | Cost 0 ⧓ | Next 100 ⧓,00 | 20% | Cost 0 ⧓ | Next 100 ⧓,00 | 25m | Cost 0 ⧓ | Next 100 ⧓,0.0,5.0,0.0,120.0,0.0,0.2,0.0,25.0,0.0,,00 | 20.0s | Cost 0 ⧓ | Next 100 ⧓,00 | 120s | Cost 0 ⧓ | Next 100 ⧓,00 | x2.0 | Cost 0 ⧓ | Next 100 ⧓,00 | 20m | Cost 0 ⧓ | Next 100 ⧓,0.0,20.0,0.0,120.0,0.0,2.0,0.0,20.0,0.0,,00 | 20.0s | Cost 0 ⧓ | Next 100 ⧓,00 | 120s | Cost 0 ⧓ | Next 100 ⧓,00 | x3.5 | Cost 0 ⧓ | Next 100 ⧓,00 | 25m | Cost 0 ⧓ | Next 100 ⧓,0.0,20.0,0.0,120.0,0.0,3.5,0.0,25.0,0.0
,,01 | 23% | Cost 100 ⧓ | Next 140 ⧓,01 | 72s | Cost 100 ⧓ | Next 140 ⧓,01 | x58 | Cost 100 ⧓ | Next 140 ⧓,01 | 34m | Cost 100 ⧓ | Next 140 ⧓,1.0,0.23,100.0,72.0,100.0,58.0,100.0,34.0,100.0,,01 | 5.5s | Cost 100 ⧓ | Next 140 ⧓,01 | 117s | Cost 100 ⧓ | Next 140 ⧓,01 | 23% | Cost 100 ⧓ | Next 140 ⧓,01 | 28m | Cost 100 ⧓ | Next 140 ⧓,1.0,5.5,100.0,117.0,100.0,0.23,100.0,28.0,100.0,,01 | 20.5s | Cost 100 ⧓ | Next 140 ⧓,01 | 117s | Cost 100 ⧓ | Next 140 ⧓,01 | x2.2 | Cost 100 ⧓ | Next 140 ⧓,01 | 22m | Cost 100 ⧓ | Next 140 ⧓,1.0,20.5,100.0,117.0,100.0,2.2,100.0,22.0,100.0,,01 | 20.5s | Cost 100 ⧓ | Next 140 ⧓,01 | 117s | Cost 100 ⧓ | Next 140 ⧓,01 | x3.9 | Cost 100 ⧓ | Next 140 ⧓,01 | 27m | Cost 100 ⧓ | Next 140 ⧓,1.0,20.5,100.0,117.0,100.0,3.9,100.0,27.0,100.0
,,02 | 26% | Cost 140 ⧓ | Next 180 ⧓,02 | 69s | Cost 140 ⧓ | Next 180 ⧓,02 | x66 | Cost 140 ⧓ | Next 180 ⧓,02 | 38m | Cost 140 ⧓ | Next 180 ⧓,2.0,0.26,140.0,69.0,140.0,66.0,140.0,38.0,140.0,,02 | 6.0s | Cost 140 ⧓ | Next 180 ⧓,02 | 114s | Cost 140 ⧓ | Next 180 ⧓,02 | 26% | Cost 140 ⧓ | Next 180 ⧓,02 | 31m | Cost 140 ⧓ | Next 180 ⧓,2.0,6.0,140.0,114.0,140.0,0.26,140.0,31.0,140.0,,02 | 21.0s | Cost 140 ⧓ | Next 180 ⧓,02 | 114s | Cost 140 ⧓ | Next 180 ⧓,02 | x2.4 | Cost 140 ⧓ | Next 180 ⧓,02 | 24m | Cost 140 ⧓ | Next 180 ⧓,2.0,21.0,140.0,114.0,140.0,2.4000000000000004,140.0,24.0,140.0,,02 | 21.0s | Cost 140 ⧓ | Next 180 ⧓,02 | 114s | Cost 140 ⧓ | Next 180 ⧓,02 | x4.3 | Cost 140 ⧓ | Next 180 ⧓,02 | 29m | Cost 140 ⧓ | Next 180 ⧓,2.0,21.0,140.0,114.0,140.0,4.3,140.0,29.0,140.0
,,03 | 29% | Cost 180 ⧓ | Next 220 ⧓,03 | 66s | Cost 180 ⧓ | Next 220 ⧓,03 | x74 | Cost 180 ⧓ | Next 220 ⧓,03 | 42m | Cost 180 ⧓ | Next 220 ⧓,3.0,0.29000000000000004,180.0,66.0,180.0,74.0,180.0,42.0,180.0,,03 | 6.5s | Cost 180 ⧓ | Next 220 ⧓,03 | 111s | Cost 180 ⧓ | Next 220 ⧓,03 | 29% | Cost 180 ⧓ | Next 220 ⧓,03 | 34m | Cost 180 ⧓ | Next 220 ⧓,3.0,6.5,180.0,111.0,180.0,0.29000000000000004,180.0,34.0,180.0,,03 | 21.5s | Cost 180 ⧓ | Next 220 ⧓,03 | 111s | Cost 180 ⧓ | Next 220 ⧓,03 | x2.6 | Cost 180 ⧓ | Next 220 ⧓,03 | 26m | Cost 180 ⧓ | Next 220 ⧓,3.0,21.5,180.0,111.0,180.0,2.6000000000000005,180.0,26.0,180.0,,03 | 21.5s | Cost 180 ⧓ | Next 220 ⧓,03 | 111s | Cost 180 ⧓ | Next 220 ⧓,03 | x4.7 | Cost 180 ⧓ | Next 220 ⧓,03 | 31m | Cost 180 ⧓ | Next 220 ⧓,3.0,21.5,180.0,111.0,180.0,4.7,180.0,31.0,180.0
,,04 | 32% | Cost 220 ⧓ | Next 260 ⧓,04 | 63s | Cost 220 ⧓ | Next 260 ⧓,04 | x82 | Cost 220 ⧓ | Next 260 ⧓,04 | 46m | Cost 220 ⧓ | Next 260 ⧓,4.0,0.32000000000000006,220.0,63.0,220.0,82.0,220.0,46.0,220.0,,04 | 7.0s | Cost 220 ⧓ | Next 260 ⧓,04 | 108s | Cost 220 ⧓ | Next 260 ⧓,04 | 32% | Cost 220 ⧓ | Next 260 ⧓,04 | 37m | Cost 220 ⧓ | Next 260 ⧓,4.0,7.0,220.0,108.0,220.0,0.32000000000000006,220.0,37.0,220.0,,04 | 22.0s | Cost 220 ⧓ | Next 260 ⧓,04 | 108s | Cost 220 ⧓ | Next 260 ⧓,04 | x2.8 | Cost 220 ⧓ | Next 260 ⧓,04 | 28m | Cost 220 ⧓ | Next 260 ⧓,4.0,22.0,220.0,108.0,220.0,2.8000000000000007,220.0,28.0,220.0,,04 | 22.0s | Cost 220 ⧓ | Next 260 ⧓,04 | 108s | Cost 220 ⧓ | Next 260 ⧓,04 | x5.1 | Cost 220 ⧓ | Next 260 ⧓,04 | 33m | Cost 220 ⧓ | Next 260 ⧓,4.0,22.0,220.0,108.0,220.0,5.1000000000000005,220.0,33.0,220.0
,,05 | 35% | Cost 260 ⧓ | Next 300 ⧓,05 | 60s | Cost 260 ⧓ | Next 300 ⧓,05 | x90 | Cost 260 ⧓ | Next 300 ⧓,05 | 50m | Cost 260 ⧓ | Next 300 ⧓,5.0,0.3500000000000001,260.0,60.0,260.0,90.0,260.0,50.0,260.0,,05 | 7.5s | Cost 260 ⧓ | Next 300 ⧓,05 | 105s | Cost 260 ⧓ | Next 300 ⧓,05 | 35% | Cost 260 ⧓ | Next 300 ⧓,05 | 40m | Cost 260 ⧓ | Next 300 ⧓,5.0,7.5,260.0,105.0,260.0,0.3500000000000001,260.0,40.0,260.0,,05 | 22.5s | Cost 260 ⧓ | Next 300 ⧓,05 | 105s | Cost 260 ⧓ | Next 300 ⧓,05 | x3.0 | Cost 260 ⧓ | Next 300 ⧓,05 | 30m | Cost 260 ⧓ | Next 300 ⧓,5.0,22.5,260.0,105.0,260.0,3.000000000000001,260.0,30.0,260.0,,05 | 22.5s | Cost 260 ⧓ | Next 300 ⧓,05 | 105s | Cost 260 ⧓ | Next 300 ⧓,05 | x5.5 | Cost 260 ⧓ | Next 300 ⧓,05 | 35m | Cost 260 ⧓ | Next 300 ⧓,5.0,22.5,260.0,105.0,260.0,5.500000000000001,260.0,35.0,260.0
,,06 | 38% | Cost 300 ⧓ | Next 340 ⧓,06 | 57s | Cost 300 ⧓ | Next 340 ⧓,06 | x98 | Cost 300 ⧓ | Next 340 ⧓,06 | 54m | Cost 300 ⧓ | Next 340 ⧓,6.0,0.3800000000000001,300.0,57.0,300.0,98.0,300.0,54.0,300.0,,06 | 8.0s | Cost 300 ⧓ | Next 340 ⧓,06 | 102s | Cost 300 ⧓ | Next 340 ⧓,06 | 38% | Cost 300 ⧓ | Next 340 ⧓,06 | 43m | Cost 300 ⧓ | Next 340 ⧓,6.0,8.0,300.0,102.0,300.0,0.3800000000000001,300.0,43.0,300.0,,06 | 23.0s | Cost 300 ⧓ | Next 340 ⧓,06 | 102s | Cost 300 ⧓ | Next 340 ⧓,06 | x3.2 | Cost 300 ⧓ | Next 340 ⧓,06 | 32m | Cost 300 ⧓ | Next 340 ⧓,6.0,23.0,300.0,102.0,300.0,3.200000000000001,300.0,32.0,300.0,,06 | 23.0s | Cost 300 ⧓ | Next 340 ⧓,06 | 102s | Cost 300 ⧓ | Next 340 ⧓,06 | x5.9 | Cost 300 ⧓ | Next 340 ⧓,06 | 37m | Cost 300 ⧓ | Next 340 ⧓,6.0,23.0,300.0,102.0,300.0,5.900000000000001,300.0,37.0,300.0
,,07 | 41% | Cost 340 ⧓ | Next 380 ⧓,07 | 54s | Cost 340 ⧓ | Next 380 ⧓,07 | x106 | Cost 340 ⧓ | Next 380 ⧓,07 | 58m | Cost 340 ⧓ | Next 380 ⧓,7.0,0.41000000000000014,340.0,54.0,340.0,106.0,340.0,58.0,340.0,,07 | 8.5s | Cost 340 ⧓ | Next 380 ⧓,07 | 99s | Cost 340 ⧓ | Next 380 ⧓,07 | 41% | Cost 340 ⧓ | Next 380 ⧓,07 | 46m | Cost 340 ⧓ | Next 380 ⧓,7.0,8.5,340.0,99.0,340.0,0.41000000000000014,340.0,46.0,340.0,,07 | 23.5s | Cost 340 ⧓ | Next 380 ⧓,07 | 99s | Cost 340 ⧓ | Next 380 ⧓,07 | x3.4 | Cost 340 ⧓ | Next 380 ⧓,07 | 34m | Cost 340 ⧓ | Next 380 ⧓,7.0,23.5,340.0,99.0,340.0,3.4000000000000012,340.0,34.0,340.0,,07 | 23.5s | Cost 340 ⧓ | Next 380 ⧓,07 | 99s | Cost 340 ⧓ | Next 380 ⧓,07 | x6.3 | Cost 340 ⧓ | Next 380 ⧓,07 | 39m | Cost 340 ⧓ | Next 380 ⧓,7.0,23.5,340.0,99.0,340.0,6.300000000000002,340.0,39.0,340.0
