entry_kind,section,id,name,type,notes,repo_mentions_ex_registry,repo_files_ex_registry,repo_example_files,mapped_compare_destination,compare_row_present,coverage_status
mechanic,eDamage_mechanics,ep_lambda_bullet_per_second,BULLET_PER_SECOND,excel_named_formula,From workbook defined name.,0,0,,,no,kb_registry_only
mechanic,eDamage_mechanics,ep_lambda_epd_epd_aspd,EPD_ASPD,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,canonical_stat::tower_attack_speed,yes,compare_mapped
mechanic,eDamage_mechanics,ep_lambda_epd_epd_bounceshot,EPD_BOUNCESHOT,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,,no,kb_registry_only
mechanic,eDamage_mechanics,ep_lambda_epd_epd_bsc,EPD_BSC,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,canonical_stat::tower_bounce_shot_chance_pct,yes,compare_mapped
mechanic,eDamage_mechanics,ep_lambda_epd_epd_bst,EPD_BST,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,canonical_stat::tower_bounce_shot_targets,yes,compare_mapped
mechanic,eDamage_mechanics,ep_lambda_epd_epd_critical,EPD_CRITICAL,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,,no,kb_registry_only
mechanic,eDamage_mechanics,ep_lambda_epd_epd_crit_chance,EPD_CRIT_CHANCE,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,,no,kb_registry_only
mechanic,eDamage_mechanics,ep_lambda_epd_epd_dpm,EPD_DPM,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,canonical_stat::tower_damage_per_meter_multiplier,yes,compare_mapped
mechanic,eDamage_mechanics,ep_lambda_epd_epd_maxrend,EPD_MAXREND,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,,no,kb_registry_only
mechanic,eDamage_mechanics,ep_lambda_epd_epd_msc,EPD_MSC,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,,no,kb_registry_only
mechanic,eDamage_mechanics,ep_lambda_epd_epd_mst,EPD_MST,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,,no,kb_registry_only
mechanic,eDamage_mechanics,ep_lambda_epd_epd_multishot,EPD_MULTISHOT,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,,no,kb_registry_only
mechanic,eDamage_mechanics,ep_lambda_epd_epd_range,EPD_RANGE,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,canonical_stat::tower_range_m,yes,compare_mapped
mechanic,eDamage_mechanics,ep_lambda_epd_epd_rangedpm,EPD_RANGEDPM,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,,no,kb_registry_only
mechanic,eDamage_mechanics,ep_lambda_epd_epd_rapidfire,EPD_RAPIDFIRE,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,,no,kb_registry_only
mechanic,eDamage_mechanics,ep_lambda_epd_epd_rfc,EPD_RFC,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,canonical_stat::tower_rapid_fire_chance_pct,yes,compare_mapped
mechanic,eDamage_mechanics,ep_lambda_epd_epd_rfd,EPD_RFD,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,canonical_stat::tower_rapid_fire_duration_seconds,yes,compare_mapped
mechanic,eDamage_mechanics,ep_lambda_epd_epd_uwcritical,EPD_UWCRITICAL,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,,no,kb_registry_only
mechanic,eDamage_mechanics,ep_lambda_epg_assist_sub_cap,EPG_ASSIST_SUB_CAP,excel_named_formula,From workbook defined name.,0,0,,,no,kb_registry_only
mechanic,eDamage_mechanics,ep_lambda_ep_cl_dps,EP_CL_DPS,excel_named_formula,From workbook defined name.,0,0,,,no,kb_registry_only
mechanic,eDamage_mechanics,ep_lambda_ep_dw_dps,EP_DW_DPS,excel_named_formula,From workbook defined name.,0,0,,,no,kb_registry_only
mechanic,eDamage_mechanics,ep_lambda_ep_slm_dps,EP_SLM_DPS,excel_named_formula,From workbook defined name.,0,0,,,no,kb_registry_only
mechanic,eDamage_mechanics,ep_lambda_ep_sl_final_bonus,EP_SL_FINAL_BONUS,excel_named_formula,From workbook defined name.,0,0,,,no,kb_registry_only
mechanic,eDamage_mechanics,ep_lambda_ep_sm_dps,EP_SM_DPS,excel_named_formula,From workbook defined name.,0,0,,,no,kb_registry_only
mechanic,eDamage_mechanics,ep_lambda_ep_uw_sl_coverage,EP_UW_SL_COVERAGE,excel_named_formula,From workbook defined name.,0,0,,,no,kb_registry_only
mechanic,eDamage_mechanics,ep_lambda_ep_uw_total_damage,EP_UW_TOTAL_DAMAGE,excel_named_formula,From workbook defined name.,0,0,,,no,kb_registry_only
mechanic,eDamage_mechanics,ep_lambda_stat_uw_cl_final_ch,STAT_UW_CL_FINAL_CH,excel_named_formula,From workbook defined name.,0,0,,,no,kb_registry_only
mechanic,eDamage_mechanics,ep_lambda_stat_uw_cl_final_dmg,STAT_UW_CL_FINAL_DMG,excel_named_formula,From workbook defined name.,0,0,,,no,kb_registry_only
mechanic,eDamage_mechanics,ep_lambda_stat_uw_cl_final_qty,STAT_UW_CL_FINAL_QTY,excel_named_formula,From workbook defined name.,0,0,,,no,kb_registry_only
mechanic,eDamage_mechanics,ep_lambda_stat_uw_dw_final_cd,STAT_UW_DW_FINAL_CD,excel_named_formula,From workbook defined name.,0,0,,,no,kb_registry_only
mechanic,eDamage_mechanics,ep_lambda_stat_uw_dw_final_dmg,STAT_UW_DW_FINAL_DMG,excel_named_formula,From workbook defined name.,0,0,,,no,kb_registry_only
mechanic,eDamage_mechanics,ep_lambda_stat_uw_dw_final_qty,STAT_UW_DW_FINAL_QTY,excel_named_formula,From workbook defined name.,0,0,,,no,kb_registry_only
mechanic,eDamage_mechanics,ep_lambda_stat_uw_sl_final_angle,STAT_UW_SL_FINAL_ANGLE,excel_named_formula,From workbook defined name.,0,0,,,no,kb_registry_only
mechanic,eDamage_mechanics,ep_lambda_stat_uw_sl_final_dmg,STAT_UW_SL_FINAL_DMG,excel_named_formula,From workbook defined name.,0,0,,,no,kb_registry_only
mechanic,eDamage_mechanics,ep_lambda_stat_uw_sl_final_lr,STAT_UW_SL_FINAL_LR,excel_named_formula,From workbook defined name.,0,0,,,no,kb_registry_only
mechanic,eDamage_mechanics,ep_lambda_stat_uw_sm_final_cd,STAT_UW_SM_FINAL_CD,excel_named_formula,From workbook defined name.,0,0,,,no,kb_registry_only
mechanic,eDamage_mechanics,ep_lambda_stat_uw_sm_final_cf,STAT_UW_SM_FINAL_CF,excel_named_formula,From workbook defined name.,0,0,,,no,kb_registry_only
mechanic,eDamage_mechanics,ep_lambda_stat_uw_sm_final_dmg,STAT_UW_SM_FINAL_DMG,excel_named_formula,From workbook defined name.,0,0,,,no,kb_registry_only
mechanic,eDamage_mechanics,ep_lambda_stat_uw_sm_final_qty,STAT_UW_SM_FINAL_QTY,excel_named_formula,From workbook defined name.,0,0,,,no,kb_registry_only
mechanic,eDamage_mechanics,ep_lambda_epd_epd_aoe_card_boost,EPD_AOE_CARD_BOOST,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,,no,kb_registry_only
mechanic,eDamage_mechanics,ep_lambda_epd_epd_shockwave_damage,EPD_SHOCKWAVE_DAMAGE,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,,no,kb_registry_only
mechanic,eDamage_mechanics,ep_lambda_epd_epd_spb,EPD_SPB,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,,no,kb_registry_only
mechanic,eDamage_mechanics,ep_lambda_epd_epd_supertower_bonus,EPD_SUPERTOWER_BONUS,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,,no,kb_registry_only
mechanic,eDamage_mechanics,ep_lambda_epd_epd_supertower_cooldown,EPD_SUPERTOWER_COOLDOWN,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,,no,kb_registry_only
mechanic,eDamage_mechanics,ep_lambda_epd_epd_supertower_effective_bonus,EPD_SUPERTOWER_EFFECTIVE_BONUS,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,,no,kb_registry_only
mechanic,eDamage_mechanics,ep_lambda_epd_epd_supertower_effective_uwbonus,EPD_SUPERTOWER_EFFECTIVE_UWBONUS,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,,no,kb_registry_only
mechanic,eHP_mechanics,ep_lambda_ehp_eph_max_rcvr,EPH_MAX_RCVR,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,canonical_stat::max_recovery_multiplier,yes,compare_mapped
mechanic,eHP_mechanics,ep_lambda_ehp_eph_health,EPH_HEALTH,excel_named_formula,From workbook defined name. Verification source only; not package canon.,1,1,run_stats.py,canonical_stat::tower_hp,yes,compare_mapped
mechanic,eHP_mechanics,ep_lambda_ehp_eph_regen,EPH_REGEN,excel_named_formula,From workbook defined name. Verification source only; not package canon.,3,2,TAKEOVER_BURNDOWN_v81.csv; run_stats.py,canonical_stat::tower_regen,yes,compare_mapped
mechanic,eHP_mechanics,ep_lambda_ehp_eph_def_pct,EPH_DEF_PCT,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,,no,kb_registry_only
mechanic,eHP_mechanics,ep_lambda_ehp_eph_dabs,EPH_DABS,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,,no,kb_registry_only
mechanic,eHP_mechanics,ep_lambda_ehp_eph_armor,EPH_ARMOR,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,,no,kb_registry_only
mechanic,eHP_mechanics,ep_lambda_ehp_eph_wall_health,EPH_WALL_HEALTH,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,,no,kb_registry_only
mechanic,eHP_mechanics,ep_lambda_ehp_eph_wall_regen,EPH_WALL_REGEN,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,,no,kb_registry_only
mechanic,eEcon_mechanics,ep_lambda_epc_epc_bhcb,EPC_BHCB,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,,no,kb_registry_only
mechanic,eEcon_mechanics,ep_lambda_epc_epc_bhcd,EPC_BHCD,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,,no,kb_registry_only
mechanic,eEcon_mechanics,ep_lambda_epc_epc_bhd,EPC_BHD,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,,no,kb_registry_only
mechanic,eEcon_mechanics,ep_lambda_epc_epc_card_coins,EPC_CARD_COINS,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,,no,kb_registry_only
mechanic,eEcon_mechanics,ep_lambda_epc_epc_card_eom,EPC_CARD_EOM,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,,no,kb_registry_only
mechanic,eEcon_mechanics,ep_lambda_epc_epc_card_ws,EPC_CARD_WS,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,,no,kb_registry_only
mechanic,eEcon_mechanics,ep_lambda_epc_epc_cpk,EPC_CPK,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,canonical_stat::coin_kill_multiplier,yes,compare_mapped
mechanic,eEcon_mechanics,ep_lambda_epc_epc_dwcb,EPC_DWCB,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,,no,kb_registry_only
mechanic,eEcon_mechanics,ep_lambda_epc_epc_fup,EPC_FUP,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,,no,kb_registry_only
mechanic,eEcon_mechanics,ep_lambda_epc_epc_gcomp,EPC_GCOMP,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,,no,kb_registry_only
mechanic,eEcon_mechanics,ep_lambda_epc_epc_gtb,EPC_GTB,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,,no,kb_registry_only
mechanic,eEcon_mechanics,ep_lambda_epc_epc_gtcd,EPC_GTCD,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,,no,kb_registry_only
mechanic,eEcon_mechanics,ep_lambda_epc_epc_gtd,EPC_GTD,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,,no,kb_registry_only
mechanic,eEcon_mechanics,ep_lambda_epc_epc_gtgc,EPC_GTGC,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,,no,kb_registry_only
mechanic,eEcon_mechanics,ep_lambda_epc_epc_mvn,EPC_MVN,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,,no,kb_registry_only
mechanic,eEcon_mechanics,ep_lambda_epc_epc_sla,EPC_SLA,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,,no,kb_registry_only
mechanic,eEcon_mechanics,ep_lambda_epc_epc_slcb,EPC_SLCB,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,,no,kb_registry_only
mechanic,eEcon_mechanics,ep_lambda_epc_epc_slq,EPC_SLQ,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,,no,kb_registry_only
mechanic,eEcon_mechanics,ep_lambda_epc_epc_sync,EPC_SYNC,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,,no,kb_registry_only
mechanic,eEcon_mechanics,ep_lambda_epu_epu_dwcd,EPU_DWCD,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,,no,kb_registry_only
mechanic,eEcon_mechanics,ep_lambda_epu_epu_dwq,EPU_DWQ,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,,no,kb_registry_only
mechanic,eEcon_mechanics,ep_lambda_stat_uw_stat_uw_cl_final_ch,STAT_UW_CL_FINAL_CH,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,,no,kb_registry_only
mechanic,eEcon_mechanics,ep_lambda_stat_uw_stat_uw_cl_final_dmg,STAT_UW_CL_FINAL_DMG,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,,no,kb_registry_only
mechanic,eEcon_mechanics,ep_lambda_stat_uw_stat_uw_cl_final_qty,STAT_UW_CL_FINAL_QTY,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,,no,kb_registry_only
mechanic,eEcon_mechanics,ep_lambda_stat_uw_stat_uw_dw_final_cd,STAT_UW_DW_FINAL_CD,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,,no,kb_registry_only
mechanic,eEcon_mechanics,ep_lambda_stat_uw_stat_uw_dw_final_cd_mvn,STAT_UW_DW_FINAL_CD_MVN,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,,no,kb_registry_only
mechanic,eEcon_mechanics,ep_lambda_stat_uw_stat_uw_dw_final_dmg,STAT_UW_DW_FINAL_DMG,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,,no,kb_registry_only
mechanic,eEcon_mechanics,ep_lambda_stat_uw_stat_uw_dw_final_qty,STAT_UW_DW_FINAL_QTY,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,,no,kb_registry_only
mechanic,eEcon_mechanics,ep_lambda_stat_uw_stat_uw_ilm_final_dmg,STAT_UW_ILM_FINAL_DMG,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,,no,kb_registry_only
mechanic,eEcon_mechanics,ep_lambda_stat_uw_stat_uw_ilm_final_qty,STAT_UW_ILM_FINAL_QTY,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,,no,kb_registry_only
mechanic,eEcon_mechanics,ep_lambda_stat_uw_stat_uw_sl_final_angle,STAT_UW_SL_FINAL_ANGLE,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,,no,kb_registry_only
mechanic,eEcon_mechanics,ep_lambda_stat_uw_stat_uw_sl_final_dmg,STAT_UW_SL_FINAL_DMG,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,,no,kb_registry_only
mechanic,eEcon_mechanics,ep_lambda_stat_uw_stat_uw_sl_final_lr,STAT_UW_SL_FINAL_LR,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,,no,kb_registry_only
mechanic,eEcon_mechanics,ep_lambda_stat_uw_stat_uw_sm_final_cd,STAT_UW_SM_FINAL_CD,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,,no,kb_registry_only
mechanic,eEcon_mechanics,ep_lambda_stat_uw_stat_uw_sm_final_cf,STAT_UW_SM_FINAL_CF,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,,no,kb_registry_only
mechanic,eEcon_mechanics,ep_lambda_stat_uw_stat_uw_sm_final_dmg,STAT_UW_SM_FINAL_DMG,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,,no,kb_registry_only
mechanic,eEcon_mechanics,ep_lambda_stat_uw_stat_uw_sm_final_qty,STAT_UW_SM_FINAL_QTY,excel_named_formula,From workbook defined name. Verification source only; not package canon.,0,0,,,no,kb_registry_only
stat_definition,stat_definitions.stats,tower_hp,tower_hp,stat_definition,,318,14,TAKEOVER_BURNDOWN_v74.csv; TAKEOVER_BURNDOWN_v75.csv; TAKEOVER_BURNDOWN_v77.csv; TAKEOVER_BURNDOWN_v78.csv; TAKEOVER_BURNDOWN_v80.csv,,no,definition_only
stat_definition,stat_definitions.stats,tower_regen,tower_regen,stat_definition,,278,21,TAKEOVER_BURNDOWN_v69.csv; TAKEOVER_BURNDOWN_v70.csv; TAKEOVER_BURNDOWN_v71.csv; TAKEOVER_BURNDOWN_v78.csv; TAKEOVER_BURNDOWN_v80.csv,,no,definition_only
stat_definition,stat_definitions.stats,def_pct,def_pct,stat_definition,,4,2,TAKEOVER_V82_PROPAGATION_AUDIT.json; compilers/stat_input_compiler.py,,no,definition_only
stat_definition,stat_definitions.stats,wall_hp,wall_hp,stat_definition,,144,18,TAKEOVER_BURNDOWN_v78.csv; TAKEOVER_BURNDOWN_v79.csv; TAKEOVER_BURNDOWN_v80.csv; TAKEOVER_BURNDOWN_v83.csv; TAKEOVER_V69_NOTES.md,,no,definition_only
stat_definition,stat_definitions.stats,wall_regen,wall_regen,stat_definition,,126,17,TAKEOVER_BURNDOWN_v78.csv; TAKEOVER_BURNDOWN_v80.csv; TAKEOVER_BURNDOWN_v81.csv; TAKEOVER_V69_NOTES.md; TAKEOVER_V76_FINAL_READINESS_AUDIT.json,,no,definition_only
stat_definition,stat_definitions.stats,recovery_package_max,recovery_package_max,stat_definition,,0,0,,,no,definition_only
helper_definition,stat_definitions.helpers,standard_perks_bonus_mult,standard_perks_bonus_mult,helper_definition,,0,0,,,no,definition_only
helper_definition,stat_definitions.helpers,wall_health_ratio,wall_health_ratio,helper_definition,,0,0,,,no,definition_only
helper_definition,stat_definitions.helpers,wall_regen_ratio,wall_regen_ratio,helper_definition,,14,2,engine/stat_engine.py; run_stats.py,,no,definition_only
helper_definition,stat_definitions.helpers,wall_fort_overheal_ratio,wall_fort_overheal_ratio,helper_definition,,0,0,,,no,definition_only
helper_definition,stat_definitions.helpers,max_recovery_ws,max_recovery_ws,helper_definition,,0,0,,,no,definition_only
helper_definition,stat_definitions.helpers,max_recovery_lab,max_recovery_lab,helper_definition,,0,0,,,no,definition_only
helper_definition,stat_definitions.helpers,max_recovery_stone_sac,max_recovery_stone_sac,helper_definition,,0,0,,,no,definition_only
