lab_canonical_id,lab_primary_name,level,value,unit,source_path,source_sha256,source_modified_utc
LAB_ENEMY_ATTACK_LEVEL_SKIP,Enemy Attack Level Skip,1,0.1,percent_points,tower_sim/wiki/cache/lab_enemy_attack_level_skip.csv,6f07b2299022c8c970877e59c364f6caccec97ca232c1b34e1d6c96ff7e55d69,2026-01-17T03:57:20.682607+00:00
LAB_ENEMY_ATTACK_LEVEL_SKIP,Enemy Attack Level Skip,2,0.2,percent_points,tower_sim/wiki/cache/lab_enemy_attack_level_skip.csv,6f07b2299022c8c970877e59c364f6caccec97ca232c1b34e1d6c96ff7e55d69,2026-01-17T03:57:20.682607+00:00
LAB_ENEMY_ATTACK_LEVEL_SKIP,Enemy Attack Level Skip,3,0.3,percent_points,tower_sim/wiki/cache/lab_enemy_attack_level_skip.csv,6f07b2299022c8c970877e59c364f6caccec97ca232c1b34e1d6c96ff7e55d69,2026-01-17T03:57:20.682607+00:00
LAB_ENEMY_ATTACK_LEVEL_SKIP,Enemy Attack Level Skip,4,0.4,percent_points,tower_sim/wiki/cache/lab_enemy_attack_level_skip.csv,6f07b2299022c8c970877e59c364f6caccec97ca232c1b34e1d6c96ff7e55d69,2026-01-17T03:57:20.682607+00:00
LAB_ENEMY_ATTACK_LEVEL_SKIP,Enemy Attack Level Skip,5,0.5,percent_points,tower_sim/wiki/cache/lab_enemy_attack_level_skip.csv,6f07b2299022c8c970877e59c364f6caccec97ca232c1b34e1d6c96ff7e55d69,2026-01-17T03:57:20.682607+00:00
LAB_ENEMY_ATTACK_LEVEL_SKIP,Enemy Attack Level Skip,6,0.6,percent_points,tower_sim/wiki/cache/lab_enemy_attack_level_skip.csv,6f07b2299022c8c970877e59c364f6caccec97ca232c1b34e1d6c96ff7e55d69,2026-01-17T03:57:20.682607+00:00
LAB_ENEMY_ATTACK_LEVEL_SKIP,Enemy Attack Level Skip,7,0.7,percent_points,tower_sim/wiki/cache/lab_enemy_attack_level_skip.csv,6f07b2299022c8c970877e59c364f6caccec97ca232c1b34e1d6c96ff7e55d69,2026-01-17T03:57:20.682607+00:00
LAB_ENEMY_ATTACK_LEVEL_SKIP,Enemy Attack Level Skip,8,0.8,percent_points,tower_sim/wiki/cache/lab_enemy_attack_level_skip.csv,6f07b2299022c8c970877e59c364f6caccec97ca232c1b34e1d6c96ff7e55d69,2026-01-17T03:57:20.682607+00:00
LAB_ENEMY_ATTACK_LEVEL_SKIP,Enemy Attack Level Skip,9,0.9,percent_points,tower_sim/wiki/cache/lab_enemy_attack_level_skip.csv,6f07b2299022c8c970877e59c364f6caccec97ca232c1b34e1d6c96ff7e55d69,2026-01-17T03:57:20.682607+00:00
LAB_ENEMY_ATTACK_LEVEL_SKIP,Enemy Attack Level Skip,10,1.0,percent_points,tower_sim/wiki/cache/lab_enemy_attack_level_skip.csv,6f07b2299022c8c970877e59c364f6caccec97ca232c1b34e1d6c96ff7e55d69,2026-01-17T03:57:20.682607+00:00
LAB_ENEMY_ATTACK_LEVEL_SKIP,Enemy Attack Level Skip,11,1.1,percent_points,tower_sim/wiki/cache/lab_enemy_attack_level_skip.csv,6f07b2299022c8c970877e59c364f6caccec97ca232c1b34e1d6c96ff7e55d69,2026-01-17T03:57:20.682607+00:00
LAB_ENEMY_ATTACK_LEVEL_SKIP,Enemy Attack Level Skip,12,1.2,percent_points,tower_sim/wiki/cache/lab_enemy_attack_level_skip.csv,6f07b2299022c8c970877e59c364f6caccec97ca232c1b34e1d6c96ff7e55d69,2026-01-17T03:57:20.682607+00:00
LAB_ENEMY_ATTACK_LEVEL_SKIP,Enemy Attack Level Skip,13,1.3,percent_points,tower_sim/wiki/cache/lab_enemy_attack_level_skip.csv,6f07b2299022c8c970877e59c364f6caccec97ca232c1b34e1d6c96ff7e55d69,2026-01-17T03:57:20.682607+00:00
LAB_ENEMY_ATTACK_LEVEL_SKIP,Enemy Attack Level Skip,14,1.4,percent_points,tower_sim/wiki/cache/lab_enemy_attack_level_skip.csv,6f07b2299022c8c970877e59c364f6caccec97ca232c1b34e1d6c96ff7e55d69,2026-01-17T03:57:20.682607+00:00
LAB_ENEMY_ATTACK_LEVEL_SKIP,Enemy Attack Level Skip,15,1.5,percent_points,tower_sim/wiki/cache/lab_enemy_attack_level_skip.csv,6f07b2299022c8c970877e59c364f6caccec97ca232c1b34e1d6c96ff7e55d69,2026-01-17T03:57:20.682607+00:00
LAB_ENEMY_ATTACK_LEVEL_SKIP,Enemy Attack Level Skip,16,1.6,percent_points,tower_sim/wiki/cache/lab_enemy_attack_level_skip.csv,6f07b2299022c8c970877e59c364f6caccec97ca232c1b34e1d6c96ff7e55d69,2026-01-17T03:57:20.682607+00:00
LAB_ENEMY_ATTACK_LEVEL_SKIP,Enemy Attack Level Skip,17,1.7,percent_points,tower_sim/wiki/cache/lab_enemy_attack_level_skip.csv,6f07b2299022c8c970877e59c364f6caccec97ca232c1b34e1d6c96ff7e55d69,2026-01-17T03:57:20.682607+00:00
LAB_ENEMY_ATTACK_LEVEL_SKIP,Enemy Attack Level Skip,18,1.8,percent_points,tower_sim/wiki/cache/lab_enemy_attack_level_skip.csv,6f07b2299022c8c970877e59c364f6caccec97ca232c1b34e1d6c96ff7e55d69,2026-01-17T03:57:20.682607+00:00
LAB_ENEMY_ATTACK_LEVEL_SKIP,Enemy Attack Level Skip,19,1.9,percent_points,tower_sim/wiki/cache/lab_enemy_attack_level_skip.csv,6f07b2299022c8c970877e59c364f6caccec97ca232c1b34e1d6c96ff7e55d69,2026-01-17T03:57:20.682607+00:00
LAB_ENEMY_ATTACK_LEVEL_SKIP,Enemy Attack Level Skip,20,2.0,percent_points,tower_sim/wiki/cache/lab_enemy_attack_level_skip.csv,6f07b2299022c8c970877e59c364f6caccec97ca232c1b34e1d6c96ff7e55d69,2026-01-17T03:57:20.682607+00:00
LAB_ENEMY_HEALTH_LEVEL_SKIP,Enemy Health Level Skip,1,0.1,percent_points,tower_sim/wiki/cache/lab_enemy_health_level_skip.csv,6f07b2299022c8c970877e59c364f6caccec97ca232c1b34e1d6c96ff7e55d69,2026-01-17T03:57:20.682607+00:00
LAB_ENEMY_HEALTH_LEVEL_SKIP,Enemy Health Level Skip,2,0.2,percent_points,tower_sim/wiki/cache/lab_enemy_health_level_skip.csv,6f07b2299022c8c970877e59c364f6caccec97ca232c1b34e1d6c96ff7e55d69,2026-01-17T03:57:20.682607+00:00
LAB_ENEMY_HEALTH_LEVEL_SKIP,Enemy Health Level Skip,3,0.3,percent_points,tower_sim/wiki/cache/lab_enemy_health_level_skip.csv,6f07b2299022c8c970877e59c364f6caccec97ca232c1b34e1d6c96ff7e55d69,2026-01-17T03:57:20.682607+00:00
LAB_ENEMY_HEALTH_LEVEL_SKIP,Enemy Health Level Skip,4,0.4,percent_points,tower_sim/wiki/cache/lab_enemy_health_level_skip.csv,6f07b2299022c8c970877e59c364f6caccec97ca232c1b34e1d6c96ff7e55d69,2026-01-17T03:57:20.682607+00:00
LAB_ENEMY_HEALTH_LEVEL_SKIP,Enemy Health Level Skip,5,0.5,percent_points,tower_sim/wiki/cache/lab_enemy_health_level_skip.csv,6f07b2299022c8c970877e59c364f6caccec97ca232c1b34e1d6c96ff7e55d69,2026-01-17T03:57:20.682607+00:00
LAB_ENEMY_HEALTH_LEVEL_SKIP,Enemy Health Level Skip,6,0.6,percent_points,tower_sim/wiki/cache/lab_enemy_health_level_skip.csv,6f07b2299022c8c970877e59c364f6caccec97ca232c1b34e1d6c96ff7e55d69,2026-01-17T03:57:20.682607+00:00
LAB_ENEMY_HEALTH_LEVEL_SKIP,Enemy Health Level Skip,7,0.7,percent_points,tower_sim/wiki/cache/lab_enemy_health_level_skip.csv,6f07b2299022c8c970877e59c364f6caccec97ca232c1b34e1d6c96ff7e55d69,2026-01-17T03:57:20.682607+00:00
LAB_ENEMY_HEALTH_LEVEL_SKIP,Enemy Health Level Skip,8,0.8,percent_points,tower_sim/wiki/cache/lab_enemy_health_level_skip.csv,6f07b2299022c8c970877e59c364f6caccec97ca232c1b34e1d6c96ff7e55d69,2026-01-17T03:57:20.682607+00:00
LAB_ENEMY_HEALTH_LEVEL_SKIP,Enemy Health Level Skip,9,0.9,percent_points,tower_sim/wiki/cache/lab_enemy_health_level_skip.csv,6f07b2299022c8c970877e59c364f6caccec97ca232c1b34e1d6c96ff7e55d69,2026-01-17T03:57:20.682607+00:00
LAB_ENEMY_HEALTH_LEVEL_SKIP,Enemy Health Level Skip,10,1.0,percent_points,tower_sim/wiki/cache/lab_enemy_health_level_skip.csv,6f07b2299022c8c970877e59c364f6caccec97ca232c1b34e1d6c96ff7e55d69,2026-01-17T03:57:20.682607+00:00
LAB_ENEMY_HEALTH_LEVEL_SKIP,Enemy Health Level Skip,11,1.1,percent_points,tower_sim/wiki/cache/lab_enemy_health_level_skip.csv,6f07b2299022c8c970877e59c364f6caccec97ca232c1b34e1d6c96ff7e55d69,2026-01-17T03:57:20.682607+00:00
LAB_ENEMY_HEALTH_LEVEL_SKIP,Enemy Health Level Skip,12,1.2,percent_points,tower_sim/wiki/cache/lab_enemy_health_level_skip.csv,6f07b2299022c8c970877e59c364f6caccec97ca232c1b34e1d6c96ff7e55d69,2026-01-17T03:57:20.682607+00:00
LAB_ENEMY_HEALTH_LEVEL_SKIP,Enemy Health Level Skip,13,1.3,percent_points,tower_sim/wiki/cache/lab_enemy_health_level_skip.csv,6f07b2299022c8c970877e59c364f6caccec97ca232c1b34e1d6c96ff7e55d69,2026-01-17T03:57:20.682607+00:00
LAB_ENEMY_HEALTH_LEVEL_SKIP,Enemy Health Level Skip,14,1.4,percent_points,tower_sim/wiki/cache/lab_enemy_health_level_skip.csv,6f07b2299022c8c970877e59c364f6caccec97ca232c1b34e1d6c96ff7e55d69,2026-01-17T03:57:20.682607+00:00
LAB_ENEMY_HEALTH_LEVEL_SKIP,Enemy Health Level Skip,15,1.5,percent_points,tower_sim/wiki/cache/lab_enemy_health_level_skip.csv,6f07b2299022c8c970877e59c364f6caccec97ca232c1b34e1d6c96ff7e55d69,2026-01-17T03:57:20.682607+00:00
LAB_ENEMY_HEALTH_LEVEL_SKIP,Enemy Health Level Skip,16,1.6,percent_points,tower_sim/wiki/cache/lab_enemy_health_level_skip.csv,6f07b2299022c8c970877e59c364f6caccec97ca232c1b34e1d6c96ff7e55d69,2026-01-17T03:57:20.682607+00:00
LAB_ENEMY_HEALTH_LEVEL_SKIP,Enemy Health Level Skip,17,1.7,percent_points,tower_sim/wiki/cache/lab_enemy_health_level_skip.csv,6f07b2299022c8c970877e59c364f6caccec97ca232c1b34e1d6c96ff7e55d69,2026-01-17T03:57:20.682607+00:00
LAB_ENEMY_HEALTH_LEVEL_SKIP,Enemy Health Level Skip,18,1.8,percent_points,tower_sim/wiki/cache/lab_enemy_health_level_skip.csv,6f07b2299022c8c970877e59c364f6caccec97ca232c1b34e1d6c96ff7e55d69,2026-01-17T03:57:20.682607+00:00
LAB_ENEMY_HEALTH_LEVEL_SKIP,Enemy Health Level Skip,19,1.9,percent_points,tower_sim/wiki/cache/lab_enemy_health_level_skip.csv,6f07b2299022c8c970877e59c364f6caccec97ca232c1b34e1d6c96ff7e55d69,2026-01-17T03:57:20.682607+00:00
LAB_ENEMY_HEALTH_LEVEL_SKIP,Enemy Health Level Skip,20,2.0,percent_points,tower_sim/wiki/cache/lab_enemy_health_level_skip.csv,6f07b2299022c8c970877e59c364f6caccec97ca232c1b34e1d6c96ff7e55d69,2026-01-17T03:57:20.682607+00:00
LAB_HEALTH,Health,1,1.03,raw_number,tower_sim/wiki/cache/lab_health.csv,cc5075f4bc75d5e6e63963f1c7b45f8d527b0ec7372e1a4469d2bd8df6a95b31,2026-01-17T03:57:20.682607+00:00
LAB_HEALTH,Health,2,1.06,raw_number,tower_sim/wiki/cache/lab_health.csv,cc5075f4bc75d5e6e63963f1c7b45f8d527b0ec7372e1a4469d2bd8df6a95b31,2026-01-17T03:57:20.682607+00:00
LAB_HEALTH,Health,3,1.09,raw_number,tower_sim/wiki/cache/lab_health.csv,cc5075f4bc75d5e6e63963f1c7b45f8d527b0ec7372e1a4469d2bd8df6a95b31,2026-01-17T03:57:20.682607+00:00
LAB_HEALTH,Health,4,1.12,raw_number,tower_sim/wiki/cache/lab_health.csv,cc5075f4bc75d5e6e63963f1c7b45f8d527b0ec7372e1a4469d2bd8df6a95b31,2026-01-17T03:57:20.682607+00:00
LAB_HEALTH,Health,5,1.15,raw_number,tower_sim/wiki/cache/lab_health.csv,cc5075f4bc75d5e6e63963f1c7b45f8d527b0ec7372e1a4469d2bd8df6a95b31,2026-01-17T03:57:20.682607+00:00
LAB_HEALTH,Health,6,1.18,raw_number,tower_sim/wiki/cache/lab_health.csv,cc5075f4bc75d5e6e63963f1c7b45f8d527b0ec7372e1a4469d2bd8df6a95b31,2026-01-17T03:57:20.682607+00:00
LAB_HEALTH,Health,7,1.21,raw_number,tower_sim/wiki/cache/lab_health.csv,cc5075f4bc75d5e6e63963f1c7b45f8d527b0ec7372e1a4469d2bd8df6a95b31,2026-01-17T03:57:20.682607+00:00
LAB_HEALTH,Health,8,1.24,raw_number,tower_sim/wiki/cache/lab_health.csv,cc5075f4bc75d5e6e63963f1c7b45f8d527b0ec7372e1a4469d2bd8df6a95b31,2026-01-17T03:57:20.682607+00:00
LAB_HEALTH,Health,9,1.27,raw_number,tower_sim/wiki/cache/lab_health.csv,cc5075f4bc75d5e6e63963f1c7b45f8d527b0ec7372e1a4469d2bd8df6a95b31,2026-01-17T03:57:20.682607+00:00
LAB_HEALTH,Health,10,1.3,raw_number,tower_sim/wiki/cache/lab_health.csv,cc5075f4bc75d5e6e63963f1c7b45f8d527b0ec7372e1a4469d2bd8df6a95b31,2026-01-17T03:57:20.682607+00:00
LAB_HEALTH,Health,11,1.33,raw_number,tower_sim/wiki/cache/lab_health.csv,cc5075f4bc75d5e6e63963f1c7b45f8d527b0ec7372e1a4469d2bd8df6a95b31,2026-01-17T03:57:20.682607+00:00
LAB_HEALTH,Health,12,1.36,raw_number,tower_sim/wiki/cache/lab_health.csv,cc5075f4bc75d5e6e63963f1c7b45f8d527b0ec7372e1a4469d2bd8df6a95b31,2026-01-17T03:57:20.682607+00:00
LAB_HEALTH,Health,13,1.39,raw_number,tower_sim/wiki/cache/lab_health.csv,cc5075f4bc75d5e6e63963f1c7b45f8d527b0ec7372e1a4469d2bd8df6a95b31,2026-01-17T03:57:20.682607+00:00
LAB_HEALTH,Health,14,1.42,raw_number,tower_sim/wiki/cache/lab_health.csv,cc5075f4bc75d5e6e63963f1c7b45f8d527b0ec7372e1a4469d2bd8df6a95b31,2026-01-17T03:57:20.682607+00:00
LAB_HEALTH,Health,15,1.45,raw_number,tower_sim/wiki/cache/lab_health.csv,cc5075f4bc75d5e6e63963f1c7b45f8d527b0ec7372e1a4469d2bd8df6a95b31,2026-01-17T03:57:20.682607+00:00
LAB_HEALTH,Health,16,1.48,raw_number,tower_sim/wiki/cache/lab_health.csv,cc5075f4bc75d5e6e63963f1c7b45f8d527b0ec7372e1a4469d2bd8df6a95b31,2026-01-17T03:57:20.682607+00:00
LAB_HEALTH,Health,17,1.51,raw_number,tower_sim/wiki/cache/lab_health.csv,cc5075f4bc75d5e6e63963f1c7b45f8d527b0ec7372e1a4469d2bd8df6a95b31,2026-01-17T03:57:20.682607+00:00
LAB_HEALTH,Health,18,1.54,raw_number,tower_sim/wiki/cache/lab_health.csv,cc5075f4bc75d5e6e63963f1c7b45f8d527b0ec7372e1a4469d2bd8df6a95b31,2026-01-17T03:57:20.682607+00:00
LAB_HEALTH,Health,19,1.57,raw_number,tower_sim/wiki/cache/lab_health.csv,cc5075f4bc75d5e6e63963f1c7b45f8d527b0ec7372e1a4469d2bd8df6a95b31,2026-01-17T03:57:20.682607+00:00
LAB_HEALTH,Health,20,1.6,raw_number,tower_sim/wiki/cache/lab_health.csv,cc5075f4bc75d5e6e63963f1c7b45f8d527b0ec7372e1a4469d2bd8df6a95b31,2026-01-17T03:57:20.682607+00:00
LAB_HEALTH,Health,21,1.63,raw_number,tower_sim/wiki/cache/lab_health.csv,cc5075f4bc75d5e6e63963f1c7b45f8d527b0ec7372e1a4469d2bd8df6a95b31,2026-01-17T03:57:20.682607+00:00
LAB_HEALTH,Health,22,1.66,raw_number,tower_sim/wiki/cache/lab_health.csv,cc5075f4bc75d5e6e63963f1c7b45f8d527b0ec7372e1a4469d2bd8df6a95b31,2026-01-17T03:57:20.682607+00:00
LAB_HEALTH,Health,23,1.69,raw_number,tower_sim/wiki/cache/lab_health.csv,cc5075f4bc75d5e6e63963f1c7b45f8d527b0ec7372e1a4469d2bd8df6a95b31,2026-01-17T03:57:20.682607+00:00
