scope,item_id,status,default_ai_behavior,allowed_approximation,forbidden_approximation,requires_user_confirmation,downstream_effect,notes
tier_battle_condition_value,tanks_ultimate__lvl_20,accepted_unknown_boundary,Accepted unknown-to-community boundary; use closed presence/level data only.,Use existence and level as closed context only.,"Do not infer, interpolate, estimate, or present an exact numeric runtime value.",yes,Exact runtime magnitude and any downstream calculation needing that value.,Accepted knowledge boundary inside frozen KB.
tier_battle_condition_value,ray_ultimate__lvl_20,accepted_unknown_boundary,Accepted unknown-to-community boundary; use closed presence/level data only.,Use existence and level as closed context only.,"Do not infer, interpolate, estimate, or present an exact numeric runtime value.",yes,Exact runtime magnitude and any downstream calculation needing that value.,Accepted knowledge boundary inside frozen KB.
tier_battle_condition_value,scatter_ultimate__lvl_20,accepted_unknown_boundary,Accepted unknown-to-community boundary; use closed presence/level data only.,Use existence and level as closed context only.,"Do not infer, interpolate, estimate, or present an exact numeric runtime value.",yes,Exact runtime magnitude and any downstream calculation needing that value.,Accepted knowledge boundary inside frozen KB.
tier_battle_condition_value,tanks_ultimate__lvl_35,accepted_unknown_boundary,Accepted unknown-to-community boundary; use closed presence/level data only.,Use existence and level as closed context only.,"Do not infer, interpolate, estimate, or present an exact numeric runtime value.",yes,Exact runtime magnitude and any downstream calculation needing that value.,Accepted knowledge boundary inside frozen KB.
tier_battle_condition_value,vampire_ultimate__lvl_20,accepted_unknown_boundary,Accepted unknown-to-community boundary; use closed presence/level data only.,Use existence and level as closed context only.,"Do not infer, interpolate, estimate, or present an exact numeric runtime value.",yes,Exact runtime magnitude and any downstream calculation needing that value.,Accepted knowledge boundary inside frozen KB.
tier_battle_condition_value,fasts_ultimate__lvl_20,accepted_unknown_boundary,Accepted unknown-to-community boundary; use closed presence/level data only.,Use existence and level as closed context only.,"Do not infer, interpolate, estimate, or present an exact numeric runtime value.",yes,Exact runtime magnitude and any downstream calculation needing that value.,Accepted knowledge boundary inside frozen KB.
tier_battle_condition_value,ray_ultimate__lvl_35,accepted_unknown_boundary,Accepted unknown-to-community boundary; use closed presence/level data only.,Use existence and level as closed context only.,"Do not infer, interpolate, estimate, or present an exact numeric runtime value.",yes,Exact runtime magnitude and any downstream calculation needing that value.,Accepted knowledge boundary inside frozen KB.
tier_battle_condition_value,scatter_ultimate__lvl_35,accepted_unknown_boundary,Accepted unknown-to-community boundary; use closed presence/level data only.,Use existence and level as closed context only.,"Do not infer, interpolate, estimate, or present an exact numeric runtime value.",yes,Exact runtime magnitude and any downstream calculation needing that value.,Accepted knowledge boundary inside frozen KB.
tier_battle_condition_value,tanks_ultimate__lvl_50,accepted_unknown_boundary,Accepted unknown-to-community boundary; use closed presence/level data only.,Use existence and level as closed context only.,"Do not infer, interpolate, estimate, or present an exact numeric runtime value.",yes,Exact runtime magnitude and any downstream calculation needing that value.,Accepted knowledge boundary inside frozen KB.
tier_battle_condition_value,vampire_ultimate__lvl_35,accepted_unknown_boundary,Accepted unknown-to-community boundary; use closed presence/level data only.,Use existence and level as closed context only.,"Do not infer, interpolate, estimate, or present an exact numeric runtime value.",yes,Exact runtime magnitude and any downstream calculation needing that value.,Accepted knowledge boundary inside frozen KB.
tier_battle_condition_value,boss_ultimate__lvl_20,accepted_unknown_boundary,Accepted unknown-to-community boundary; use closed presence/level data only.,Use existence and level as closed context only.,"Do not infer, interpolate, estimate, or present an exact numeric runtime value.",yes,Exact runtime magnitude and any downstream calculation needing that value.,Accepted knowledge boundary inside frozen KB.
tier_battle_condition_value,fasts_ultimate__lvl_35,accepted_unknown_boundary,Accepted unknown-to-community boundary; use closed presence/level data only.,Use existence and level as closed context only.,"Do not infer, interpolate, estimate, or present an exact numeric runtime value.",yes,Exact runtime magnitude and any downstream calculation needing that value.,Accepted knowledge boundary inside frozen KB.
tier_battle_condition_value,ray_ultimate__lvl_50,accepted_unknown_boundary,Accepted unknown-to-community boundary; use closed presence/level data only.,Use existence and level as closed context only.,"Do not infer, interpolate, estimate, or present an exact numeric runtime value.",yes,Exact runtime magnitude and any downstream calculation needing that value.,Accepted knowledge boundary inside frozen KB.
tier_battle_condition_value,scatter_ultimate__lvl_50,accepted_unknown_boundary,Accepted unknown-to-community boundary; use closed presence/level data only.,Use existence and level as closed context only.,"Do not infer, interpolate, estimate, or present an exact numeric runtime value.",yes,Exact runtime magnitude and any downstream calculation needing that value.,Accepted knowledge boundary inside frozen KB.
tier_battle_condition_value,tanks_ultimate__lvl_65,accepted_unknown_boundary,Accepted unknown-to-community boundary; use closed presence/level data only.,Use existence and level as closed context only.,"Do not infer, interpolate, estimate, or present an exact numeric runtime value.",yes,Exact runtime magnitude and any downstream calculation needing that value.,Accepted knowledge boundary inside frozen KB.
tier_battle_condition_value,vampire_ultimate__lvl_50,accepted_unknown_boundary,Accepted unknown-to-community boundary; use closed presence/level data only.,Use existence and level as closed context only.,"Do not infer, interpolate, estimate, or present an exact numeric runtime value.",yes,Exact runtime magnitude and any downstream calculation needing that value.,Accepted knowledge boundary inside frozen KB.
tier_battle_condition_value,basics_ultimate__lvl_20,accepted_unknown_boundary,Accepted unknown-to-community boundary; use closed presence/level data only.,Use existence and level as closed context only.,"Do not infer, interpolate, estimate, or present an exact numeric runtime value.",yes,Exact runtime magnitude and any downstream calculation needing that value.,Accepted knowledge boundary inside frozen KB.
